University,Category,Email,QS 2026 Rank
University of Hamburg,International Office,international@uni-hamburg.de,193
University of Hamburg,Studentensekretariat,studierendensekretariat@uni-hamburg.de,193
University of Hamburg,Studienfinanzierung,studienfinanzierung@uni-hamburg.de,193
University of Hamburg,Wohnen/Accommodation,wohnen@uni-hamburg.de,193
University of Hamburg,Informatik/Fachbereich,studium@informatik.uni-hamburg.de,193
University of Hamburg,Ingenieurwissenschaften,ingenieurwesen@uni-hamburg.de,193
University of Hamburg,CAS/Immatrikulation,studium@uni-hamburg.de,193
University of Freiburg,studienberatung,study@uni-freiburg.de,201
University of Freiburg,Bewerbung Bachelor,bewerbung-bachelor@uni-freiburg.de,201
University of Freiburg,Bewerbung Master,bewerbung-master@uni-freiburg.de,201
University of Freiburg,Promotion/PhD,promotion@uni-freiburg.de,201
University of Freiburg,International Office,international@uni-freiburg.de,201
University of Freiburg,Studentensekretariat,studierendensekretariat@uni-freiburg.de,201
University of Freiburg,Studienfinanzierung,studienfinanzierung@uni-freiburg.de,201
University of Freiburg,Wohnen/Accommodation,wohnen@uni-freiburg.de,201
University of Freiburg,Informatik/Fachbereich,studium@informatik.uni-freiburg.de,201
University of Freiburg,Ingenieurwissenschaften,ingenieurwesen@uni-freiburg.de,201
University of Freiburg,CAS/Immatrikulation,studium@uni-freiburg.de,201
University of Bonn,studienberatung,study@uni-bonn.de,207
University of Bonn,Bewerbung Bachelor,bewerbung-bachelor@uni-bonn.de,207
University of Bonn,Bewerbung Master,bewerbung-master@uni-bonn.de,207
University of Bonn,Promotion/PhD,promotion@uni-bonn.de,207
University of Bonn,International Office,international@uni-bonn.de,207
University of Bonn,Studentensekretariat,studierendensekretariat@uni-bonn.de,207
University of Bonn,Studienfinanzierung,studienfinanzierung@uni-bonn.de,207
University of Bonn,Wohnen/Accommodation,wohnen@uni-bonn.de,207
University of Bonn,Informatik/Fachbereich,studium@informatik.uni-bonn.de,207
University of Bonn,Ingenieurwissenschaften,ingenieurwesen@uni-bonn.de,207
University of Bonn,CAS/Immatrikulation,studium@uni-bonn.de,207
University of Tübingen,studienberatung,studium@uni-tuebingen.de,215
University of Tübingen,Bewerbung Bachelor,bewerbung-bachelor@uni-tuebingen.de,215
University of Tübingen,Bewerbung Master,bewerbung-master@uni-tuebingen.de,215
University of Tübingen,Promotion/PhD,promotion@uni-tuebingen.de,215
University of Tübingen,International Office,international@uni-tuebingen.de,215
University of Tübingen,Studentensekretariat,studierendensekretariat@uni-tuebingen.de,215
University of Tübingen,Studienfinanzierung,studienfinanzierung@uni-tuebingen.de,215
University of Tübingen,Wohnen/Accommodation,wohnen@uni-tuebingen.de,215
University of Tübingen,Informatik/Fachbereich,studium@informatik.uni-tuebingen.de,215
University of Tübingen,Ingenieurwissenschaften,ingenieurwesen@uni-tuebingen.de,215
University of Tübingen,CAS/Immatrikulation,studium@uni-tuebingen.de,215
Technical University of Dresden (TU Dresden),studienberatung,studium@tu-dresden.de,218
Technical University of Dresden (TU Dresden),Bewerbung Bachelor,bewerbung-bachelor@tu-dresden.de,218
Technical University of Dresden (TU Dresden),Bewerbung Master,bewerbung-master@tu-dresden.de,218
Technical University of Dresden (TU Dresden),Promotion/PhD,promotion@tu-dresden.de,218
Technical University of Dresden (TU Dresden),International Office,international@tu-dresden.de,218
Technical University of Dresden (TU Dresden),Studentensekretariat,studierendensekretariat@tu-dresden.de,218
Technical University of Dresden (TU Dresden),Studienfinanzierung,studienfinanzierung@tu-dresden.de,218
Technical University of Dresden (TU Dresden),Wohnen/Accommodation,wohnen@tu-dresden.de,218
Technical University of Dresden (TU Dresden),Informatik/Fachbereich,studium@informatik.tu-dresden.de,218
Technical University of Dresden (TU Dresden),Ingenieurwissenschaften,ingenieurwesen@tu-dresden.de,218
Technical University of Dresden (TU Dresden),CAS/Immatrikulation,studium@tu-dresden.de,218
FAU Erlangen-Nuremberg,studienberatung,studierendenverwaltung@fau.de,232
FAU Erlangen-Nuremberg,Bewerbung Bachelor,zulassungsstelle@fau.de,232
FAU Erlangen-Nuremberg,Bewerbung Master,bewerbung-master@fau.de,232
FAU Erlangen-Nuremberg,Promotion/PhD,promotion@fau.de,232
FAU Erlangen-Nuremberg,International Office,international@fau.de,232
FAU Erlangen-Nuremberg,Studentensekretariat,studierendensekretariat@fau.de,232
FAU Erlangen-Nuremberg,Studienfinanzierung,studienfinanzierung@fau.de,232
FAU Erlangen-Nuremberg,Wohnen/Accommodation,wohnen@fau.de,232
FAU Erlangen-Nuremberg,Informatik/Fachbereich,studium@informatik.fau.de,232
FAU Erlangen-Nuremberg,Ingenieurwissenschaften,ingenieurwesen@fau.de,232
FAU Erlangen-Nuremberg,CAS/Immatrikulation,studium@fau.de,232
University of Göttingen,studienberatung,studiendekanat@med.uni-goettingen.de,243
University of Göttingen,Bewerbung Bachelor,bewerbung-bachelor@uni-goettingen.de,243
University of Göttingen,Bewerbung Master,bewerbung-master@uni-goettingen.de,243
University of Göttingen,Promotion/PhD,promotion@uni-goettingen.de,243
University of Göttingen,International Office,international@uni-goettingen.de,243
University of Göttingen,Studentensekretariat,studierendensekretariat@uni-goettingen.de,243
University of Göttingen,Studienfinanzierung,studienfinanzierung@uni-goettingen.de,243
University of Göttingen,Wohnen/Accommodation,wohnen@uni-goettingen.de,243
University of Göttingen,Informatik/Fachbereich,studium@informatik.uni-goettingen.de,243
University of Göttingen,Ingenieurwissenschaften,ingenieurwesen@uni-goettingen.de,243
University of Göttingen,CAS/Immatrikulation,studium@uni-goettingen.de,243
Technical University of Darmstadt (TU Darmstadt),studienberatung,studium@tu-darmstadt.de,253
Technical University of Darmstadt (TU Darmstadt),Bewerbung Bachelor,bewerbung-bachelor@tu-darmstadt.de,253
Technical University of Darmstadt (TU Darmstadt),Bewerbung Master,bewerbung-master@tu-darmstadt.de,253
Technical University of Darmstadt (TU Darmstadt),Promotion/PhD,promotion@tu-darmstadt.de,253
Technical University of Darmstadt (TU Darmstadt),International Office,international@tu-darmstadt.de,253
Technical University of Darmstadt (TU Darmstadt),Studentensekretariat,studierendensekretariat@tu-darmstadt.de,253
Technical University of Darmstadt (TU Darmstadt),Studienfinanzierung,studienfinanzierung@tu-darmstadt.de,253
Technical University of Darmstadt (TU Darmstadt),Wohnen/Accommodation,wohnen@tu-darmstadt.de,253
Technical University of Darmstadt (TU Darmstadt),Informatik/Fachbereich,studium@informatik.tu-darmstadt.de,253
Technical University of Darmstadt (TU Darmstadt),Ingenieurwissenschaften,ingenieurwesen@tu-darmstadt.de,253
Technical University of Darmstadt (TU Darmstadt),CAS/Immatrikulation,studium@tu-darmstadt.de,253
University of Cologne,studienberatung,studium@uni-koeln.de,272
University of Cologne,Bewerbung Bachelor,bewerbung-bachelor@uni-koeln.de,272
University of Cologne,Bewerbung Master,bewerbung-master@uni-koeln.de,272
University of Cologne,Promotion/PhD,promotion@uni-koeln.de,272
University of Cologne,International Office,international@uni-koeln.de,272
University of Cologne,Studentensekretariat,studierendensekretariat@uni-koeln.de,272
University of Cologne,Studienfinanzierung,studienfinanzierung@uni-koeln.de,272
University of Cologne,Wohnen/Accommodation,wohnen@uni-koeln.de,272
University of Cologne,Informatik/Fachbereich,studium@informatik.uni-koeln.de,272
University of Cologne,Ingenieurwissenschaften,ingenieurwesen@uni-koeln.de,272
University of Cologne,CAS/Immatrikulation,studium@uni-koeln.de,272
University of Stuttgart,studienberatung,studium@uni-stuttgart.de,310
University of Stuttgart,Bewerbung Bachelor,bewerbung-bachelor@uni-stuttgart.de,310
University of Stuttgart,Bewerbung Master,bewerbung-master@uni-stuttgart.de,310
University of Stuttgart,Promotion/PhD,promotion@uni-stuttgart.de,310
University of Stuttgart,International Office,international@uni-stuttgart.de,310
University of Stuttgart,Studentensekretariat,studierendensekretariat@uni-stuttgart.de,310
University of Stuttgart,Studienfinanzierung,studienfinanzierung@uni-stuttgart.de,310
University of Stuttgart,Wohnen/Accommodation,wohnen@uni-stuttgart.de,310
University of Stuttgart,Informatik/Fachbereich,studium@informatik.uni-stuttgart.de,310
University of Stuttgart,Ingenieurwissenschaften,ingenieurwesen@uni-stuttgart.de,310
University of Stuttgart,CAS/Immatrikulation,studium@uni-stuttgart.de,310
Goethe University Frankfurt,studienberatung,studium@uni-frankfurt.de,316
Goethe University Frankfurt,Bewerbung Bachelor,bewerbung-bachelor@uni-frankfurt.de,316
Goethe University Frankfurt,Bewerbung Master,bewerbung-master@uni-frankfurt.de,316
Goethe University Frankfurt,Promotion/PhD,promotion@uni-frankfurt.de,316
Goethe University Frankfurt,International Office,international@uni-frankfurt.de,316
Goethe University Frankfurt,Studentensekretariat,studierendensekretariat@uni-frankfurt.de,316
Goethe University Frankfurt,Studienfinanzierung,studienfinanzierung@uni-frankfurt.de,316
Goethe University Frankfurt,Wohnen/Accommodation,wohnen@uni-frankfurt.de,316
Goethe University Frankfurt,Informatik/Fachbereich,studium@informatik.uni-frankfurt.de,316
Goethe University Frankfurt,Ingenieurwissenschaften,ingenieurwesen@uni-frankfurt.de,316
Goethe University Frankfurt,CAS/Immatrikulation,studium@uni-frankfurt.de,316
University of Münster,studienberatung,studium@uni-muenster.de,350
University of Münster,Bewerbung Bachelor,bewerbung-bachelor@uni-muenster.de,350
University of Münster,Bewerbung Master,bewerbung-master@uni-muenster.de,350
University of Münster,Promotion/PhD,promotion@uni-muenster.de,350
University of Münster,International Office,international.office@uni-muenster.de,350
University of Münster,Studentensekretariat,studierendensekretariat@uni-muenster.de,350
University of Münster,Studienfinanzierung,studienfinanzierung@uni-muenster.de,350
University of Münster,Wohnen/Accommodation,wohnen@uni-muenster.de,350
University of Münster,Informatik/Fachbereich,studium@informatik.uni-muenster.de,350
University of Münster,Ingenieurwissenschaften,ingenieurwesen@uni-muenster.de,350
University of Münster,CAS/Immatrikulation,studium@uni-muenster.de,350
Ruhr University Bochum,studienberatung,stud-sekretariat@ruhr-uni-bochum.de,395
Ruhr University Bochum,Bewerbung Bachelor,bewerbung-bachelor@ruhr-uni-bochum.de,395
Ruhr University Bochum,Bewerbung Master,bewerbung-master@ruhr-uni-bochum.de,395
Ruhr University Bochum,Promotion/PhD,promotion@ruhr-uni-bochum.de,395
Ruhr University Bochum,International Office,international@rub.de,395
Ruhr University Bochum,Studentensekretariat,studierendensekretariat@ruhr-uni-bochum.de,395
Ruhr University Bochum,Studienfinanzierung,studienfinanzierung@ruhr-uni-bochum.de,395
Ruhr University Bochum,Wohnen/Accommodation,wohnen@ruhr-uni-bochum.de,395
Ruhr University Bochum,Informatik/Fachbereich,informatik@ruhr-uni-bochum.de,395
Ruhr University Bochum,Ingenieurwissenschaften,ingenieurwesen@ruhr-uni-bochum.de,395
Ruhr University Bochum,CAS/Immatrikulation,studium@ruhr-uni-bochum.de,395
University of Würzburg,studienberatung,studienberatung@uni-wuerzburg.de,416
University of Würzburg,Bewerbung Bachelor,bewerbung-bachelor@uni-wuerzburg.de,416
University of Würzburg,Bewerbung Master,bewerbung-master@uni-wuerzburg.de,416
University of Würzburg,Promotion/PhD,promotion@uni-wuerzburg.de,416
University of Würzburg,International Office,international@uni-wuerzburg.de,416
University of Würzburg,Studentensekretariat,studierendensekretariat@uni-wuerzburg.de,416
University of Würzburg,Studienfinanzierung,studienfinanzierung@uni-wuerzburg.de,416
University of Würzburg,Wohnen/Accommodation,wohnen@uni-wuerzburg.de,416
University of Würzburg,Informatik/Fachbereich,studium@informatik.uni-wuerzburg.de,416
University of Würzburg,Ingenieurwissenschaften,ingenieurwesen@uni-wuerzburg.de,416
University of Würzburg,CAS/Immatrikulation,studium@uni-wuerzburg.de,416
University of Mannheim,studienberatung,studium@uni-mannheim.de,416
University of Mannheim,Bewerbung Bachelor,bewerbung-bachelor@uni-mannheim.de,416
University of Mannheim,Bewerbung Master,bewerbung-master@uni-mannheim.de,416
University of Mannheim,Promotion/PhD,promotion@uni-mannheim.de,416
University of Mannheim,International Office,international@uni-mannheim.de,416
University of Mannheim,Studentensekretariat,studierendensekretariat@uni-mannheim.de,416
University of Mannheim,Studienfinanzierung,studienfinanzierung@uni-mannheim.de,416
University of Mannheim,Wohnen/Accommodation,wohnen@uni-mannheim.de,416
University of Mannheim,Informatik/Fachbereich,studium@informatik.uni-mannheim.de,416
University of Mannheim,Ingenieurwissenschaften,ingenieurwesen@uni-mannheim.de,416
University of Mannheim,CAS/Immatrikulation,studium@uni-mannheim.de,416
Leibniz University Hannover,studienberatung,studium@uni-hannover.de,433
Leibniz University Hannover,Bewerbung Bachelor,bewerbung-bachelor@uni-hannover.de,433
Leibniz University Hannover,Bewerbung Master,bewerbung-master@uni-hannover.de,433
Leibniz University Hannover,Promotion/PhD,promotion@uni-hannover.de,433
Leibniz University Hannover,International Office,international@uni-hannover.de,433
Leibniz University Hannover,Studentensekretariat,studierendensekretariat@uni-hannover.de,433
Leibniz University Hannover,Studienfinanzierung,studienfinanzierung@uni-hannover.de,433
Leibniz University Hannover,Wohnen/Accommodation,wohnen@uni-hannover.de,433
Leibniz University Hannover,Informatik/Fachbereich,studium@informatik.uni-hannover.de,433
Leibniz University Hannover,Ingenieurwissenschaften,ingenieurwesen@uni-hannover.de,433
Leibniz University Hannover,CAS/Immatrikulation,studium@uni-hannover.de,433
University of Konstanz,studienberatung,studium@uni-konstanz.de,440
University of Konstanz,Bewerbung Bachelor,bewerbung-bachelor@uni-konstanz.de,440
University of Konstanz,Bewerbung Master,bewerbung-master@uni-konstanz.de,440
University of Konstanz,Promotion/PhD,promotion@uni-konstanz.de,440
University of Konstanz,International Office,international@uni-konstanz.de,440
University of Konstanz,Studentensekretariat,studierendensekretariat@uni-konstanz.de,440
University of Konstanz,Studienfinanzierung,studienfinanzierung@uni-konstanz.de,440
University of Konstanz,Wohnen/Accommodation,wohnen@uni-konstanz.de,440
University of Konstanz,Informatik/Fachbereich,studium@informatik.uni-konstanz.de,440
University of Konstanz,Ingenieurwissenschaften,ingenieurwesen@uni-konstanz.de,440
University of Konstanz,CAS/Immatrikulation,studium@uni-konstanz.de,440
University of Bayreuth,studienberatung,studium@uni-bayreuth.de,448
University of Bayreuth,Bewerbung Bachelor,bewerbung-bachelor@uni-bayreuth.de,448
University of Bayreuth,Bewerbung Master,bewerbung-master@uni-bayreuth.de,448
University of Bayreuth,Promotion/PhD,promotion@uni-bayreuth.de,448
University of Bayreuth,International Office,international@uni-bayreuth.de,448
University of Bayreuth,Studentensekretariat,studierendensekretariat@uni-bayreuth.de,448
University of Bayreuth,Studienfinanzierung,studienfinanzierung@uni-bayreuth.de,448
University of Bayreuth,Wohnen/Accommodation,wohnen@uni-bayreuth.de,448
University of Bayreuth,Informatik/Fachbereich,studium@informatik.uni-bayreuth.de,448
University of Bayreuth,Ingenieurwissenschaften,ingenieurwesen@uni-bayreuth.de,448
University of Bayreuth,CAS/Immatrikulation,studium@uni-bayreuth.de,448
Johannes Gutenberg University Mainz,studienberatung,studium@uni-mainz.de,452
Johannes Gutenberg University Mainz,Bewerbung Bachelor,bewerbung-bachelor@uni-mainz.de,452
Johannes Gutenberg University Mainz,Bewerbung Master,bewerbung-master@uni-mainz.de,452
Johannes Gutenberg University Mainz,Promotion/PhD,promotion@uni-mainz.de,452
Johannes Gutenberg University Mainz,International Office,international@uni-mainz.de,452
Johannes Gutenberg University Mainz,Studentensekretariat,studierendensekretariat@uni-mainz.de,452
Johannes Gutenberg University Mainz,Studienfinanzierung,studienfinanzierung@uni-mainz.de,452
Johannes Gutenberg University Mainz,Wohnen/Accommodation,wohnen@uni-mainz.de,452
Johannes Gutenberg University Mainz,Informatik/Fachbereich,studium@informatik.uni-mainz.de,452
Johannes Gutenberg University Mainz,Ingenieurwissenschaften,ingenieurwesen@uni-mainz.de,452
Johannes Gutenberg University Mainz,CAS/Immatrikulation,studium@uni-mainz.de,452
University of Potsdam,studienberatung,studium@uni-potsdam.de,477
University of Potsdam,Bewerbung Bachelor,bewerbung-bachelor@uni-potsdam.de,477
University of Potsdam,Bewerbung Master,bewerbung-master@uni-potsdam.de,477
University of Potsdam,Promotion/PhD,promotion@uni-potsdam.de,477
University of Potsdam,International Office,international@uni-potsdam.de,477
University of Potsdam,Studentensekretariat,studierendensekretariat@uni-potsdam.de,477
University of Potsdam,Studienfinanzierung,studienfinanzierung@uni-potsdam.de,477
University of Potsdam,Wohnen/Accommodation,wohnen@uni-potsdam.de,477
University of Potsdam,Informatik/Fachbereich,studium@informatik.uni-potsdam.de,477
University of Potsdam,Ingenieurwissenschaften,ingenieurwesen@uni-potsdam.de,477
University of Potsdam,CAS/Immatrikulation,studium@uni-potsdam.de,477
TU Bergakademie Freiberg,studienberatung,studium@tu-freiberg.de,487
TU Bergakademie Freiberg,Bewerbung Bachelor,zulassungsbuero@zuv.tu-freiberg.de,487
TU Bergakademie Freiberg,Bewerbung Master,bewerbung-master@tu-freiberg.de,487
TU Bergakademie Freiberg,Promotion/PhD,promotion@tu-freiberg.de,487
TU Bergakademie Freiberg,International Office,international@tu-freiberg.de,487
TU Bergakademie Freiberg,Studentensekretariat,studierendensekretariat@tu-freiberg.de,487
TU Bergakademie Freiberg,Studienfinanzierung,studienfinanzierung@tu-freiberg.de,487
TU Bergakademie Freiberg,Wohnen/Accommodation,wohnen@tu-freiberg.de,487
TU Bergakademie Freiberg,Informatik/Fachbereich,studium@informatik.tu-freiberg.de,487
TU Bergakademie Freiberg,Ingenieurwissenschaften,ingenieurwesen@tu-freiberg.de,487
TU Bergakademie Freiberg,CAS/Immatrikulation,studium@tu-freiberg.de,487
Justus Liebig University Giessen,studienberatung,studium@uni-giessen.de,496
Justus Liebig University Giessen,Bewerbung Bachelor,bewerbung-bachelor@uni-giessen.de,496
Justus Liebig University Giessen,Bewerbung Master,bewerbung-master@uni-giessen.de,496
Justus Liebig University Giessen,Promotion/PhD,promotion@uni-giessen.de,496
Justus Liebig University Giessen,International Office,international@uni-giessen.de,496
Justus Liebig University Giessen,Studentensekretariat,studierendensekretariat@uni-giessen.de,496
Justus Liebig University Giessen,Studienfinanzierung,studienfinanzierung@uni-giessen.de,496
Justus Liebig University Giessen,Wohnen/Accommodation,wohnen@uni-giessen.de,496
Justus Liebig University Giessen,Informatik/Fachbereich,studium@informatik.uni-giessen.de,496
Justus Liebig University Giessen,Ingenieurwissenschaften,ingenieurwesen@uni-giessen.de,496
Justus Liebig University Giessen,CAS/Immatrikulation,studium@uni-giessen.de,496
University of Bremen,studienberatung,studium@uni-bremen.de,530
University of Bremen,Bewerbung Bachelor,bewerbung-bachelor@uni-bremen.de,530
University of Bremen,Bewerbung Master,bewerbung-master@uni-bremen.de,530
University of Bremen,Promotion/PhD,promotion@uni-bremen.de,530
University of Bremen,International Office,international@uni-bremen.de,530
University of Bremen,Studentensekretariat,studierendensekretariat@uni-bremen.de,530
University of Bremen,Studienfinanzierung,studienfinanzierung@uni-bremen.de,530
University of Bremen,Wohnen/Accommodation,wohnen@uni-bremen.de,530
University of Bremen,Informatik/Fachbereich,studium@informatik.uni-bremen.de,530
University of Bremen,Ingenieurwissenschaften,ingenieurwesen@uni-bremen.de,530
University of Bremen,CAS/Immatrikulation,studium@uni-bremen.de,530
Leipzig University,studienberatung,studium@uni-leipzig.de,535
Leipzig University,Bewerbung Bachelor,bewerbung-bachelor@uni-leipzig.de,535
Leipzig University,Bewerbung Master,bewerbung-master@uni-leipzig.de,535
Leipzig University,Promotion/PhD,promotion@uni-leipzig.de,535
Leipzig University,International Office,international@uni-leipzig.de,535
Leipzig University,Studentensekretariat,studierendensekretariat@uni-leipzig.de,535
Leipzig University,Studienfinanzierung,studienfinanzierung@uni-leipzig.de,535
Leipzig University,Wohnen/Accommodation,wohnen@uni-leipzig.de,535
Leipzig University,Informatik/Fachbereich,studium@informatik.uni-leipzig.de,535
Leipzig University,Ingenieurwissenschaften,ingenieurwesen@uni-leipzig.de,535
Leipzig University,CAS/Immatrikulation,studium@uni-leipzig.de,535
Ulm University,studienberatung,studium@uni-ulm.de,546
Ulm University,Bewerbung Bachelor,bewerbung-bachelor@uni-ulm.de,546
Ulm University,Bewerbung Master,bewerbung-master@uni-ulm.de,546
Ulm University,Promotion/PhD,promotion@uni-ulm.de,546
Ulm University,International Office,international@uni-ulm.de,546
Ulm University,Studentensekretariat,studierendensekretariat@uni-ulm.de,546
Ulm University,Studienfinanzierung,studienfinanzierung@uni-ulm.de,546
Ulm University,Wohnen/Accommodation,wohnen@uni-ulm.de,546
Ulm University,Informatik/Fachbereich,studium@informatik.uni-ulm.de,546
